iter	Logloss
180	0.4995110289
181	0.4993284181
182	0.4992283009
183	0.4991496148
184	0.4989919088
185	0.4989345101
186	0.4988550191
187	0.4987891111
188	0.4986790078
189	0.4985760688
190	0.4984366041
191	0.4983818359
192	0.4983383736
193	0.4982877483
194	0.4982154647
195	0.4981611192
196	0.4980305761
197	0.4979086102
198	0.4978031888
199	0.4976330472
200	0.4975368307
201	0.4974494327
202	0.4973816935
203	0.4973202469
204	0.4972736788
205	0.49723455
206	0.4971456786
207	0.4970524769
208	0.4969557668
209	0.4968943199
210	0.4967652412
211	0.4967026198
212	0.496644428
213	0.4965596789
214	0.4964953359
215	0.4963742453
216	0.4962524604
217	0.4961175461
218	0.4960352369
219	0.4958160934
220	0.4956743924
221	0.4955608863
222	0.4954696381
223	0.4953945695
224	0.4953279836
225	0.4952684883
226	0.4951852521
227	0.4950836688
228	0.4949940667
229	0.4948643063
230	0.4947538337
231	0.4946785486
232	0.4946214551
233	0.4945379265
234	0.4944275692
235	0.4943649242
236	0.4942989838
237	0.4942421453
238	0.4941568875
239	0.4940509805
240	0.4939958992
241	0.4938929257
242	0.4937993215
243	0.49372055
244	0.4936629121
245	0.4935882654
246	0.4935206986
247	0.4934436413
248	0.493370852
249	0.4932950253
250	0.4932279754
251	0.4931590312
252	0.4930823119
253	0.4930224425
254	0.4929414844
255	0.4928782447
256	0.4927124732
257	0.4926665057
258	0.4925653332
259	0.4924613351
260	0.4923695911
261	0.4922707096
262	0.492205493
263	0.492131917
264	0.4920628973
265	0.4919576557
266	0.491834095
267	0.491767861
268	0.4916989144
269	0.4916188495
270	0.4915026047
271	0.4914171384
272	0.4913336115
273	0.4912037988
274	0.491097999
275	0.4909930689
276	0.4908859154
277	0.4907896373
278	0.4907180229
279	0.4906331158
280	0.490529383
281	0.490454395
282	0.4903636857
283	0.4902508582
284	0.4901206085
285	0.490026362
286	0.4899489161
287	0.4898625694
288	0.4898022527
289	0.4897006004
290	0.4896253943
291	0.489503831
292	0.4893653912
293	0.4893032333
294	0.4891993437
295	0.4890979163
296	0.489016427
297	0.4889220171
298	0.4888235429
299	0.4887255197
300	0.488657073
301	0.488580066
302	0.4884310007
303	0.4883702751
304	0.4882844191
305	0.4881856294
306	0.4880987933
307	0.4880130971
308	0.4879176842
309	0.4878553896
310	0.4877447933
311	0.4876469383
312	0.4875334641
313	0.4873970779
314	0.4873291634
315	0.4872200018
316	0.4871244647
317	0.4870364461
318	0.4869657737
319	0.4869192833
320	0.4868377302
321	0.4867423371
322	0.4866634575
323	0.4865373249
324	0.4864689581
325	0.4863746907
326	0.4862840159
327	0.48617696
328	0.4860604392
329	0.4859657837
330	0.4858566307
331	0.4857524829
332	0.4856561601
333	0.4855639095
334	0.4854723328
335	0.4853852869
336	0.4853087226
337	0.4852373672
338	0.4851475126
339	0.4850961578
340	0.4849974255
341	0.4849081085
342	0.484822829
343	0.4847292071
344	0.4846311791
345	0.4844909302
346	0.4843733491
347	0.4843097038
348	0.484162888
349	0.4841004797
350	0.4840156422
351	0.4839659867
352	0.4839068259
353	0.4837602798
354	0.48370161
355	0.4836074363
356	0.4835421885
357	0.4834736456
358	0.4833629683
359	0.4833032787
360	0.4832161835
361	0.48310072
362	0.4830068162
363	0.4829365107
364	0.4828657465
365	0.4827587322
366	0.4826441819
367	0.4825487122
368	0.4824751382
369	0.4823757552
370	0.4822926629
371	0.4822040426
372	0.482146976
373	0.4820742279
374	0.4819819709
375	0.4818958567
376	0.481781116
377	0.4816569756
378	0.4815627628
379	0.4815002476
380	0.4814225259
381	0.4813293623
382	0.4812507975
383	0.481221311
384	0.4811422537
385	0.4810171873
386	0.4809197763
387	0.4808036885
388	0.4807350863
389	0.4806320885
390	0.4805642947
391	0.480480618
392	0.4803863447
393	0.4802836806
394	0.4802171119
395	0.4801303183
396	0.4800363865
397	0.4799264985
398	0.479809658
399	0.4797093884
400	0.4796027126
401	0.4794856143
402	0.479412883
403	0.4793265995
404	0.479256775
405	0.4791568628
406	0.4791032758
407	0.4790113966
408	0.4789042202
409	0.478827179
410	0.4787706062
411	0.4786786529
412	0.4785851589
413	0.4785268575
414	0.4784425698
415	0.4783701166
416	0.4782738473
417	0.4781929606
418	0.4781280831
419	0.4780254809
420	0.4779428894
421	0.4778842025
422	0.4778076534
423	0.4777046053
424	0.4776497766
425	0.4775448534
426	0.4774478644
427	0.4773621162
428	0.4772326486
429	0.4771409326
430	0.4770724794
431	0.4769914769
432	0.4769076306
433	0.4768186598
434	0.4767258473
435	0.4766202977
436	0.4765229528
437	0.4764632145
438	0.4763801155
439	0.4762999098
440	0.4761841539
441	0.4760666274
442	0.476010851
443	0.4759384805
444	0.4758824572
445	0.4757984202
446	0.4757323985
447	0.4756352489
448	0.4755388633
449	0.4754361774
450	0.4753446917
451	0.475278262
452	0.4751947249
453	0.47510786
454	0.4750608305
455	0.4749781463
456	0.4749129239
457	0.474827988
458	0.4747560539
459	0.4746741345
460	0.4746095159
461	0.4744821461
462	0.4744101532
463	0.4743321402
464	0.4742552923
465	0.4741950473
466	0.4741493176
467	0.474070016
468	0.4739999787
469	0.473929416
470	0.4738404251
471	0.4737716097
472	0.4737016451
473	0.4736280344
474	0.4735421582
475	0.4734365629
476	0.4733650521
477	0.4732996625
478	0.4732600782
479	0.4731898599
480	0.47307133
481	0.4729868136
482	0.472941681
483	0.4728458577
484	0.4727484244
485	0.4726665493
486	0.4726202213
487	0.4725248366
488	0.4724241644
489	0.4723334853
490	0.4722439044
491	0.4721524491
492	0.4720952911
493	0.4719939059
494	0.4718964927
495	0.4718075258
496	0.4717201845
497	0.4716171961
498	0.4715742511
499	0.4715132758
500	0.4714092161
501	0.4713215961
502	0.4712747774
503	0.4712300114
504	0.471146001
505	0.4710655391
506	0.4709831921
507	0.470929221
508	0.4708359562
509	0.4707389656
510	0.4706377597
511	0.4705498718
512	0.4705104168
513	0.4704509336
514	0.4703461018
515	0.470246354
516	0.4701775758
517	0.4701142405
518	0.4700419179
519	0.4699347403
520	0.4698741608
521	0.4697984671
522	0.4697255955
523	0.4696236112
524	0.4695449116
525	0.469492381
526	0.4694075309
527	0.4693229029
528	0.4692143225
529	0.4691415535
530	0.4690717577
531	0.4689791015
532	0.4688793132
533	0.4687950048
534	0.468708072
535	0.468595192
536	0.4685193768
537	0.4684433689
538	0.4683628255
539	0.4682727244
540	0.4681896191
541	0.4681163248
542	0.4680783844
543	0.4680209741
544	0.4679584903
545	0.4678589437
546	0.4677885274
547	0.4677329674
548	0.4676497619
549	0.4675802013
550	0.4674882983
551	0.4674253725
552	0.4673216333
553	0.4672582294
554	0.4671597973
555	0.4670788391
556	0.4670206271
557	0.4669868422
558	0.4668653434
559	0.4667747729
560	0.4667022147
561	0.4666017628
562	0.466521029
563	0.466390215
564	0.4663080854
565	0.46619103
566	0.4661306068
567	0.466061489
568	0.4659848968
569	0.4658995813
570	0.4658050404
571	0.4657487416
572	0.4656556328
573	0.4655765287
574	0.4654915801
575	0.4654215713
576	0.4653194546
577	0.4652667866
578	0.4651896303
579	0.4651055274
580	0.4650536033
581	0.464967576
582	0.4649133635
583	0.4648479811
584	0.4647272404
585	0.4646444266
586	0.4645972372
587	0.4645392092
588	0.4644689405
589	0.4643734027
590	0.4643047857
591	0.4642148651
592	0.464106986
593	0.4640546422
594	0.4639904345
595	0.4639450275
596	0.4638682896
597	0.4637887582
598	0.4636783312
599	0.4635594042
600	0.4634907305
601	0.4634057449
602	0.4633537776
603	0.4632667873
604	0.4632180782
605	0.4631102461
606	0.4630155196
607	0.4629342222
608	0.4628612999
609	0.4627519458
610	0.4626503706
611	0.4625940543
612	0.4625228228
613	0.4624413049
614	0.4623411984
615	0.462254971
616	0.4621925248
617	0.4620932796
618	0.4620011798
619	0.4619425271
620	0.4618801626
621	0.4617943875
622	0.4617413078
623	0.4616645261
624	0.4615944894
625	0.4615105948
626	0.461432058
627	0.4613770807
628	0.4613389254
629	0.4612856933
630	0.4612388156
631	0.4611576166
632	0.461100739
633	0.4610238315
634	0.4609333466
635	0.4608695141
636	0.4607785859
637	0.4607000507
638	0.4606454255
639	0.4605750161
640	0.460510204
641	0.4604359233
642	0.4603795383
643	0.4602807374
644	0.4601930759
645	0.4601407048
646	0.4601093112
647	0.460045708
648	0.4599806397
649	0.4599030885
650	0.4598286631
651	0.459727453
652	0.4596451177
653	0.4595565945
654	0.4595066502
655	0.4594573711
656	0.45940954
657	0.4593247955
658	0.4592810372
659	0.45920661
660	0.4591552781
661	0.4590935607
662	0.4590190318
663	0.4589379151
664	0.4588827328
665	0.4588039773
666	0.4587409708
667	0.4586190175
668	0.4585472643
669	0.4584782213
670	0.4583946881
671	0.4583304972
672	0.4582724748
673	0.4582247927
674	0.4581592871
675	0.458085898
676	0.4580022965
677	0.457941341
678	0.4578604275
679	0.4577740943
680	0.4576987695
681	0.4576244674
682	0.4575537717
683	0.4574505336
684	0.4573845072
685	0.4573269704
686	0.4572590467
687	0.4571761167
688	0.4571068358
689	0.457005818
690	0.4569510339
691	0.4568784857
692	0.4567959612
693	0.4567712248
694	0.4566526669
695	0.4565761691
696	0.4565281496
697	0.45644982
698	0.4563805943
699	0.4562969908
700	0.4562355379
701	0.4561738415
702	0.4561190178
703	0.4560503761
704	0.4559806775
705	0.4559242075
706	0.4558828275
707	0.4558030271
708	0.4557315624
709	0.4556657742
710	0.4555899983
711	0.4555104202
712	0.4554489522
713	0.4553905639
714	0.4552890897
715	0.4551892991
716	0.4551269229
717	0.455058559
718	0.4549552777
719	0.4548555051
720	0.4547661662
721	0.4547074906
722	0.4546218697
723	0.4545430559
724	0.4544686993
725	0.4544094506
726	0.4543444493
727	0.4542583441
728	0.4542032871
729	0.45413649
730	0.454023143
731	0.4539584902
732	0.4538940341
733	0.4538511165
734	0.4537679172
735	0.453723528
736	0.4536670397
737	0.4536266148
738	0.4535408624
739	0.4534992459
740	0.4534258477
741	0.4533481762
742	0.4532809556
743	0.4532221855
744	0.4531401221
745	0.4530730294
746	0.4530205742
747	0.4529551172
748	0.4528817272
749	0.4528175331
750	0.452765659
751	0.4527289345
752	0.4526349131
753	0.4525476107
754	0.4524550707
755	0.4524092501
756	0.4523406881
757	0.452262576
758	0.4522034407
759	0.4521541933
760	0.452071758
761	0.4519964935
762	0.4519096795
763	0.4518527488
764	0.4517533946
765	0.4517265375
766	0.4516629929
767	0.4515951405
768	0.4515285317
769	0.4514772196
770	0.4513966904
771	0.4513519723
772	0.4512485782
773	0.4511916454
774	0.4511160692
775	0.4510228702
776	0.4509148029
777	0.4508348
778	0.450794918
779	0.4507311842
780	0.450700869
781	0.4505975638
782	0.450511941
783	0.4504735979
784	0.4504136473
785	0.4503308285
786	0.4502402206
787	0.4501564266
788	0.4500964418
789	0.4500536317
790	0.4499995211
791	0.449947742
792	0.4498650298
793	0.4498202565
794	0.4496826203
795	0.4496247664
796	0.4495871835
797	0.4495276699
798	0.4494851871
799	0.4494262218
800	0.4493739012
801	0.4493183048
802	0.4492588511
803	0.4491968702
804	0.4491342744
805	0.4490472265
806	0.448976251
807	0.4489270207
808	0.4488952706
809	0.4488231852
810	0.4487571875
811	0.4486860219
812	0.4486288078
813	0.4485678564
814	0.4484904819
815	0.448420843
816	0.4483640824
817	0.4483114434
818	0.4482424369
819	0.4481529519
820	0.4480891792
821	0.4480142897
822	0.447931309
823	0.4478335689
824	0.4477640475
825	0.4477393073
826	0.4476492306
827	0.4475923137
828	0.4475218989
829	0.4474369159
830	0.4473661864
831	0.4473064741
832	0.4472245233
833	0.4471565247
834	0.4471037401
835	0.4470657437
836	0.4469800734
837	0.4469204539
838	0.4468590371
839	0.446796834
840	0.4467537292
841	0.4466625895
842	0.4465987203
843	0.4465694322
844	0.4465087709
845	0.4464592366
846	0.4463694586
847	0.4463212279
848	0.446281798
849	0.4462275283
850	0.4461924116
851	0.4461188009
852	0.4460557809
853	0.4459762762
854	0.4459130715
855	0.4458190421
856	0.4457551368
857	0.4456801871
858	0.4455969356
859	0.4455157925
860	0.4454483432
861	0.4453991643
862	0.4453462312
863	0.4453018694
864	0.4452326319
865	0.4451618277
866	0.4451181684
867	0.445035077
868	0.4449686828
869	0.4448988528
870	0.4448533042
871	0.4448004845
872	0.4447381081
873	0.4446709885
874	0.4446247381
875	0.4445754495
876	0.4444891163
877	0.4444072768
878	0.4443465391
879	0.4443226836
880	0.4442710557
881	0.4442286679
882	0.4441282958
883	0.4440645402
884	0.444002481
885	0.4439351333
886	0.4438998776
887	0.4438468582
888	0.443763372
889	0.4436897267
890	0.4436100513
891	0.4435284633
892	0.4434791615
893	0.4434154922
894	0.4433680354
895	0.4433020926
896	0.4432408713
897	0.4431735623
898	0.4431194003
899	0.4430962299
900	0.4430299627
901	0.4429536376
902	0.4428791016
903	0.442821232
904	0.4427256512
905	0.4427028372
906	0.4426311105
907	0.4425604549
908	0.4425033634
909	0.4424407199
910	0.4423607547
911	0.4422751106
912	0.4422286357
913	0.4421895246
914	0.4420811932
915	0.4420230028
916	0.4419887189
917	0.4419286799
918	0.4418556499
919	0.4417734717
920	0.4417145934
921	0.4416691573
922	0.4416178383
923	0.4415564576
924	0.4414985657
925	0.4414110895
926	0.4413749346
927	0.4412903501
928	0.4412520514
929	0.4411835802
930	0.4411196256
931	0.4410587108
932	0.4410005994
933	0.4409370276
934	0.4408816881
935	0.4408533128
936	0.440815424
937	0.4407770687
938	0.4407094056
939	0.4406668825
940	0.4406187209
941	0.4405581246
942	0.4404856255
943	0.4404229711
944	0.4403712582
945	0.4402710623
946	0.4402239857
947	0.4401552453
948	0.4400969641
949	0.4400271746
950	0.4399778129
951	0.4399383295
952	0.4398754192
953	0.4398013357
954	0.439728624
955	0.4396734492
956	0.4396090161
957	0.4395424549
958	0.4394717815
959	0.4394397461
960	0.4393692859
961	0.439295906
962	0.4392079503
963	0.4391212124
964	0.4390484798
965	0.4390007964
966	0.4389221643
967	0.4388531742
968	0.4387935879
969	0.4387103969
970	0.4386310213
971	0.4385763765
972	0.4385149366
973	0.4384485445
974	0.4384051435
975	0.4383815299
976	0.4383121568
977	0.438272331
978	0.4382154618
979	0.438171434
980	0.4381132973
981	0.4380409762
982	0.4379892147
983	0.4379361377
984	0.4378435561
985	0.4377990921
986	0.4377389657
987	0.4376733334
988	0.4376148327
989	0.4375596443
990	0.4374919358
991	0.437460755
992	0.4373679539
993	0.4373115876
994	0.4372349522
995	0.4371965063
996	0.4371252516
997	0.4370651625
998	0.4370148219
999	0.4369481811
